                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     91,                 1.3193,                 7.3716,                0.24071,                0.99108,                 1.1849,                0.81455,                0.70664,                0.80213,                0.51518,                0.56698,                0.25669,                0.21735,                0.06978,                 1.1636,                 6.3475,                0.03498,                0.74874,                 1.0861,               0.008515,               0.008515,               0.008515
                     92,                  1.319,                 7.3754,                0.24155,                0.99123,                 1.1857,                0.81402,                0.70711,                0.80282,                0.51527,                0.56977,                0.25774,                0.21858,                0.07007,                 1.1641,                 6.3462,                 0.0348,                0.74781,                 1.0862,              0.0084985,              0.0084985,              0.0084985
                     93,                 1.3161,                 7.3722,                0.24214,                0.99061,                 1.1847,                0.81614,                0.70635,                0.80304,                0.51577,                0.57089,                0.25802,                0.21912,                0.07021,                 1.1642,                 6.3457,                0.03465,                0.74745,                 1.0861,               0.008482,               0.008482,               0.008482
                     94,                  1.317,                 7.3661,                0.24039,                0.98825,                 1.1848,                0.81549,                0.70722,                0.80324,                0.51563,                0.57117,                0.25817,                0.21878,                0.07014,                  1.164,                 6.3448,                0.03428,                0.74733,                 1.0862,              0.0084655,              0.0084655,              0.0084655
                     95,                 1.3185,                 7.3692,                0.24086,                0.98968,                 1.1859,                0.81535,                 0.7055,                0.80309,                0.51593,                0.57463,                0.25879,                0.21949,                0.07069,                 1.1634,                 6.3431,                 0.0342,                0.74707,                 1.0857,               0.008449,               0.008449,               0.008449
                     96,                 1.3184,                 7.3612,                0.24067,                0.98572,                 1.1841,                0.81561,                0.70654,                0.80304,                0.51657,                0.57279,                 0.2585,                0.21915,                0.07061,                 1.1629,                 6.3422,                0.03422,                0.74681,                 1.0855,              0.0084325,              0.0084325,              0.0084325
                     97,                 1.3169,                 7.3652,                0.24129,                0.98885,                 1.1858,                0.81523,                 0.7056,                 0.8028,                0.51658,                 0.5723,                0.25888,                0.21964,                0.07068,                 1.1629,                 6.3402,                0.03432,                0.74656,                 1.0855,               0.008416,               0.008416,               0.008416
                     98,                 1.3145,                 7.3585,                0.24018,                0.98649,                  1.184,                0.81441,                0.70803,                0.80353,                0.51669,                0.57129,                0.26041,                0.22131,                 0.0712,                 1.1632,                 6.3386,                0.03426,                0.74692,                 1.0858,              0.0083995,              0.0083995,              0.0083995
                     99,                 1.3169,                 7.3493,                0.24162,                0.98825,                 1.1834,                 0.8107,                0.70851,                0.80236,                0.51629,                0.57062,                0.25888,                0.21945,                0.07087,                 1.1629,                  6.337,                 0.0343,                0.74683,                 1.0856,               0.008383,               0.008383,               0.008383
                    100,                 1.3177,                  7.364,                0.24111,                0.98771,                 1.1846,                0.81111,                0.70845,                0.80283,                0.51619,                0.57218,                0.25917,                0.22027,                0.07111,                 1.1628,                 6.3367,                0.03418,                0.74751,                 1.0854,              0.0083665,              0.0083665,              0.0083665
                    101,                  1.317,                 7.3679,                0.24139,                0.98981,                 1.1859,                0.81277,                0.70892,                0.80283,                0.51632,                0.57209,                0.25983,                0.22119,                0.07142,                 1.1626,                 6.3362,                0.03407,                0.74778,                 1.0852,                0.00835,                0.00835,                0.00835
                    102,                  1.318,                 7.3698,                 0.2411,                 0.9889,                 1.1854,                0.81385,                0.70683,                0.80226,                0.51618,                0.57068,                 0.2605,                0.22108,                0.07124,                 1.1626,                 6.3371,                 0.0341,                0.74846,                  1.085,              0.0083335,              0.0083335,              0.0083335
                    103,                 1.3141,                 7.3428,                0.24151,                0.98628,                 1.1851,                0.81402,                0.70788,                0.80313,                 0.5161,                0.56862,                0.25793,                0.21835,                0.07094,                 1.1632,                 6.3383,                0.03419,                0.74869,                 1.0852,               0.008317,               0.008317,               0.008317
                    104,                 1.3152,                 7.3538,                 0.2414,                0.98687,                 1.1835,                0.81332,                0.70902,                0.80262,                0.51602,                0.57617,                0.25888,                0.22013,                0.07138,                  1.163,                 6.3387,                0.03416,                0.74911,                 1.0852,              0.0083005,              0.0083005,              0.0083005
                    105,                 1.3136,                 7.3508,                0.24062,                0.98561,                  1.183,                0.81052,                0.71045,                0.80276,                0.51632,                0.57956,                0.25841,                0.22093,                 0.0713,                 1.1632,                 6.3378,                0.03407,                0.74838,                 1.0851,               0.008284,               0.008284,               0.008284
                    106,                 1.3184,                 7.3703,                0.24092,                0.98985,                 1.1838,                0.81318,                0.70855,                 0.8036,                0.51736,                0.57866,                0.25917,                0.22086,                0.07128,                 1.1626,                 6.3367,                0.03394,                0.74795,                  1.085,              0.0082675,              0.0082675,              0.0082675
                    107,                 1.3102,                 7.3474,                0.24126,                0.98585,                 1.1829,                0.81414,                0.70803,                0.80336,                0.51734,                0.57657,                0.26022,                0.22175,                0.07128,                 1.1625,                 6.3346,                0.03392,                0.74731,                  1.085,               0.008251,               0.008251,               0.008251
                    108,                 1.3138,                 7.3515,                0.24071,                  0.988,                 1.1821,                0.81281,                 0.7097,                0.80323,                0.51754,                0.57227,                0.25964,                0.22184,                 0.0712,                  1.162,                 6.3345,                0.03386,                 0.7476,                 1.0849,              0.0082345,              0.0082345,              0.0082345
                    109,                 1.3128,                 7.3459,                0.24156,                0.98554,                 1.1807,                0.81533,                0.70817,                0.80399,                0.51764,                0.57472,                0.25911,                0.22114,                0.07144,                 1.1615,                 6.3322,                0.03379,                0.74769,                 1.0844,               0.008218,               0.008218,               0.008218
                    110,                 1.3124,                  7.345,                0.24055,                0.98527,                 1.1826,                0.81436,                0.70845,                 0.8036,                0.51732,                0.57755,                0.25917,                0.22128,                0.07168,                 1.1618,                 6.3316,                0.03369,                0.74735,                 1.0844,              0.0082015,              0.0082015,              0.0082015
                    111,                 1.3149,                 7.3513,                0.24069,                0.98505,                 1.1831,                0.81448,                0.70883,                0.80408,                0.51725,                0.57367,                0.26126,                0.22265,                0.07209,                 1.1621,                 6.3304,                0.03375,                0.74733,                 1.0852,               0.008185,               0.008185,               0.008185
                    112,                 1.3161,                 7.3485,                0.23992,                0.98592,                 1.1825,                0.81245,                0.70807,                0.80376,                 0.5173,                0.57378,                 0.2606,                0.22221,                0.07201,                 1.1619,                   6.33,                0.03383,                0.74725,                 1.0852,              0.0081685,              0.0081685,              0.0081685
                    113,                 1.3138,                 7.3439,                0.24018,                0.98687,                 1.1833,                0.80857,                0.71083,                0.80346,                0.51774,                0.57354,                0.25983,                0.22132,                0.07211,                 1.1615,                 6.3279,                0.03379,                0.74706,                  1.085,               0.008152,               0.008152,               0.008152
                    114,                 1.3107,                 7.3331,                0.24107,                 0.9837,                 1.1815,                 0.8085,                0.71131,                0.80401,                0.51751,                0.57002,                0.25955,                0.22067,                0.07216,                 1.1609,                 6.3252,                 0.0339,                0.74735,                 1.0847,              0.0081355,              0.0081355,              0.0081355
                    115,                 1.3115,                 7.3323,                0.24028,                0.98308,                 1.1801,                0.80557,                0.71454,                0.80457,                0.51759,                0.57861,                0.26002,                0.22219,                0.07223,                 1.1608,                 6.3249,                0.03368,                0.74711,                 1.0846,               0.008119,               0.008119,               0.008119
                    116,                 1.3136,                 7.3383,                0.23924,                0.98413,                 1.1815,                0.81058,                0.71178,                0.80413,                0.51751,                0.57251,                0.26002,                0.22164,                0.07222,                 1.1609,                 6.3244,                0.03357,                0.74651,                 1.0848,              0.0081025,              0.0081025,              0.0081025
                    117,                 1.3135,                 7.3368,                0.23947,                0.98332,                 1.1809,                0.81309,                0.71099,                0.80483,                0.51772,                0.57103,                0.26126,                0.22292,                0.07259,                 1.1614,                 6.3214,                0.03351,                0.74644,                  1.085,               0.008086,               0.008086,               0.008086
                    118,                 1.3127,                 7.3341,                0.23864,                0.98383,                 1.1825,                0.81182,                0.71073,                0.80478,                0.51827,                0.57705,                 0.2606,                0.22274,                0.07253,                  1.161,                 6.3213,                0.03353,                0.74657,                 1.0848,              0.0080695,              0.0080695,              0.0080695
                    119,                 1.3138,                 7.3398,                0.24062,                0.98338,                 1.1826,                0.81311,                0.70985,                0.80494,                0.51839,                0.58231,                0.25974,                0.22171,                0.07251,                 1.1605,                 6.3189,                0.03357,                 0.7453,                 1.0843,               0.008053,               0.008053,               0.008053
                    120,                 1.3106,                 7.3373,                0.24004,                0.98271,                 1.1814,                0.81196,                0.70892,                0.80447,                 0.5183,                0.58349,                0.25993,                0.22218,                0.07259,                 1.1607,                 6.3193,                0.03358,                0.74429,                  1.084,              0.0080365,              0.0080365,              0.0080365
                    121,                 1.3114,                 7.3187,                0.23956,                0.98152,                 1.1807,                0.81625,                0.70788,                0.80528,                0.51837,                0.58043,                0.26031,                 0.2219,                0.07263,                 1.1606,                  6.318,                0.03357,                0.74373,                 1.0836,                0.00802,                0.00802,                0.00802
                    122,                 1.3122,                 7.3349,                0.23936,                0.98258,                 1.1809,                 0.8139,                0.70883,                0.80515,                0.51837,                0.58135,                0.26117,                0.22286,                0.07281,                 1.1605,                 6.3184,                0.03358,                0.74339,                 1.0835,              0.0080035,              0.0080035,              0.0080035
                    123,                 1.3109,                 7.3268,                0.23994,                0.98375,                 1.1802,                0.81361,                0.70928,                0.80542,                0.51855,                0.57688,                0.26024,                0.22242,                0.07285,                 1.1603,                 6.3176,                0.03354,                0.74313,                 1.0833,               0.007987,               0.007987,               0.007987
                    124,                 1.3091,                 7.3235,                0.24042,                 0.9802,                 1.1816,                0.81049,                0.71197,                0.80521,                0.51849,                0.57503,                 0.2605,                0.22286,                0.07272,                 1.1603,                 6.3173,                0.03363,                0.74257,                 1.0835,              0.0079705,              0.0079705,              0.0079705
                    125,                 1.3124,                 7.3171,                0.23877,                0.98259,                 1.1798,                0.81375,                0.71169,                0.80559,                0.51844,                0.57512,                0.25955,                0.22134,                0.07225,                 1.1606,                 6.3162,                0.03364,                0.74211,                 1.0838,               0.007954,               0.007954,               0.007954
                    126,                 1.3089,                 7.3233,                  0.239,                0.98089,                 1.1804,                0.81523,                0.70855,                0.80519,                0.51818,                0.56942,                0.26155,                 0.2222,                 0.0724,                 1.1603,                 6.3152,                0.03351,                0.74175,                 1.0838,              0.0079375,              0.0079375,              0.0079375
                    127,                 1.3104,                  7.316,                0.23939,                0.98018,                 1.1803,                0.81516,                0.71035,                0.80524,                0.51804,                0.57394,                0.26088,                0.22117,                 0.0722,                 1.1608,                 6.3146,                 0.0335,                0.74135,                 1.0839,               0.007921,               0.007921,               0.007921
                    128,                 1.3109,                 7.3223,                0.24003,                0.98192,                 1.1808,                0.81377,                0.71216,                0.80619,                0.51826,                0.57944,                 0.2605,                0.22118,                0.07214,                 1.1607,                 6.3139,                0.03347,                0.74136,                 1.0837,              0.0079045,              0.0079045,              0.0079045
                    129,                 1.3079,                 7.3161,                0.23982,                0.98127,                 1.1808,                0.81307,                0.71302,                0.80594,                 0.5183,                0.57648,                0.26126,                0.22146,                0.07228,                 1.1598,                 6.3141,                0.03342,                0.74098,                  1.083,               0.007888,               0.007888,               0.007888
                    130,                 1.3097,                 7.3239,                0.23929,                0.98079,                 1.1808,                0.81541,                0.71064,                0.80641,                0.51885,                 0.5781,                0.26128,                0.22244,                0.07205,                  1.159,                 6.3129,                0.03346,                0.74058,                 1.0826,              0.0078715,              0.0078715,              0.0078715
                    131,                 1.3074,                 7.3148,                0.23944,                0.98132,                 1.1795,                0.81474,                0.70873,                0.80562,                0.51893,                0.57856,                0.26088,                0.22177,                0.07218,                  1.159,                 6.3112,                 0.0335,                0.74031,                 1.0825,               0.007855,               0.007855,               0.007855
                    132,                 1.3098,                 7.3198,                0.23933,                0.98154,                 1.1797,                0.81255,                0.71102,                0.80613,                 0.5195,                0.57807,                0.26126,                0.22317,                0.07243,                 1.1586,                 6.3099,                0.03343,                0.74071,                 1.0824,              0.0078385,              0.0078385,              0.0078385
                    133,                 1.3103,                 7.3263,                0.23896,                0.98201,                 1.1801,                0.81174,                0.71178,                0.80676,                0.51958,                0.57418,                0.26041,                0.22127,                0.07229,                 1.1586,                 6.3082,                0.03333,                0.74014,                 1.0825,               0.007822,               0.007822,               0.007822
                    134,                 1.3083,                  7.315,                0.23877,                0.97841,                 1.1792,                0.81282,                0.71188,                0.80625,                0.51919,                0.57706,                0.26031,                0.22087,                0.07254,                 1.1583,                 6.3079,                 0.0333,                0.73987,                 1.0824,              0.0078055,              0.0078055,              0.0078055
                    135,                 1.3063,                 7.3002,                 0.2394,                0.97812,                 1.1797,                0.81656,                0.70891,                0.80591,                 0.5194,                0.57723,                0.26088,                0.22212,                0.07267,                 1.1584,                 6.3072,                0.03336,                0.74004,                 1.0823,               0.007789,               0.007789,               0.007789
                    136,                 1.3081,                 7.3051,                  0.239,                0.97882,                 1.1795,                0.81824,                 0.7079,                 0.8061,                0.51956,                0.57756,                0.26098,                0.22242,                 0.0726,                 1.1586,                 6.3055,                0.03341,                0.74108,                 1.0828,              0.0077725,              0.0077725,              0.0077725
                    137,                 1.3085,                  7.317,                0.23907,                0.97907,                 1.1803,                 0.8173,                0.70854,                0.80566,                0.51963,                0.57915,                0.26136,                0.22361,                0.07261,                 1.1577,                 6.3063,                0.03332,                0.74153,                  1.082,               0.007756,               0.007756,               0.007756
                    138,                 1.3075,                 7.3095,                0.23928,                0.97802,                 1.1796,                 0.8184,                0.70864,                0.80567,                0.51954,                0.57464,                0.26241,                0.22315,                0.07276,                 1.1578,                 6.3101,                0.03331,                0.74163,                  1.082,              0.0077395,              0.0077395,              0.0077395
                    139,                  1.307,                 7.3062,                0.23921,                0.97939,                 1.1801,                0.81513,                 0.7095,                0.80532,                0.51944,                0.57851,                0.26107,                0.22232,                0.07253,                 1.1577,                 6.3107,                0.03322,                0.74129,                 1.0817,               0.007723,               0.007723,               0.007723
                    140,                 1.3076,                 7.3092,                 0.2385,                0.97849,                  1.178,                0.81589,                0.70864,                0.80537,                0.51902,                0.57668,                0.26002,                 0.2213,                0.07232,                 1.1576,                 6.3083,                0.03317,                 0.7416,                 1.0818,              0.0077065,              0.0077065,              0.0077065
                    141,                 1.3085,                 7.3079,                 0.2387,                0.97929,                  1.179,                0.81507,                0.70862,                0.80526,                0.51944,                0.57471,                0.26051,                0.22196,                0.07266,                 1.1575,                 6.3084,                0.03308,                 0.7417,                 1.0815,                0.00769,                0.00769,                0.00769
                    142,                 1.3097,                 7.3051,                0.23854,                0.97873,                 1.1789,                0.81226,                0.70978,                0.80488,                 0.5196,                0.57366,                0.26031,                 0.2223,                0.07273,                 1.1574,                 6.3072,                0.03311,                0.74194,                 1.0812,              0.0076735,              0.0076735,              0.0076735
                    143,                  1.308,                 7.2997,                0.23905,                0.98056,                 1.1786,                0.81607,                0.70731,                 0.8056,                0.51972,                0.57689,                0.26079,                0.22271,                0.07318,                 1.1573,                 6.3051,                0.03291,                0.74175,                 1.0814,               0.007657,               0.007657,               0.007657
                    144,                 1.3065,                 7.2935,                0.23844,                 0.9768,                 1.1786,                0.81901,                0.70684,                0.80564,                0.52003,                0.57977,                0.25993,                0.22366,                0.07301,                 1.1572,                 6.3039,                0.03271,                0.74186,                 1.0814,              0.0076405,              0.0076405,              0.0076405
                    145,                 1.3062,                  7.298,                0.23879,                0.97768,                 1.1774,                0.81567,                0.70816,                0.80553,                0.51995,                0.57577,                0.26023,                0.22311,                0.07287,                 1.1568,                 6.3023,                0.03263,                0.74191,                 1.0811,               0.007624,               0.007624,               0.007624
                    146,                 1.3115,                 7.3149,                0.24006,                0.98027,                   1.18,                0.81203,                0.70939,                0.80516,                 0.5196,                0.57327,                0.26022,                0.22274,                0.07284,                 1.1565,                 6.3026,                0.03255,                0.74155,                 1.0811,              0.0076075,              0.0076075,              0.0076075
                    147,                 1.3075,                 7.2937,                0.23921,                 0.9806,                 1.1794,                0.81517,                0.70742,                0.80572,                0.51997,                0.57249,                0.26126,                0.22339,                0.07313,                 1.1566,                 6.3018,                0.03261,                0.74126,                 1.0809,               0.007591,               0.007591,               0.007591
                    148,                  1.305,                 7.2856,                0.23777,                0.97545,                 1.1766,                0.81775,                0.70692,                0.80508,                0.51963,                0.57633,                0.26136,                0.22415,                0.07309,                 1.1571,                 6.3014,                0.03268,                0.74145,                 1.0809,              0.0075745,              0.0075745,              0.0075745
                    149,                 1.3075,                 7.2843,                 0.2373,                0.97544,                 1.1783,                0.81734,                0.70751,                0.80604,                 0.5194,                0.57529,                0.26061,                0.22318,                0.07307,                 1.1572,                 6.2998,                0.03257,                0.74095,                 1.0811,               0.007558,               0.007558,               0.007558
                    150,                 1.3061,                 7.2926,                0.23828,                0.97671,                 1.1788,                0.81837,                0.70731,                0.80578,                0.51961,                0.57938,                0.26069,                0.22364,                0.07329,                 1.1571,                 6.3003,                0.03254,                0.74056,                  1.081,              0.0075415,              0.0075415,              0.0075415
                    151,                 1.3059,                 7.2793,                0.23774,                 0.9772,                 1.1781,                 0.8199,                 0.7055,                0.80623,                0.51952,                0.58257,                0.26041,                 0.2241,                0.07348,                 1.1572,                 6.2999,                0.03257,                 0.7404,                  1.081,               0.007525,               0.007525,               0.007525
                    152,                 1.3046,                 7.2687,                0.23729,                0.97131,                 1.1755,                0.81861,                0.70692,                0.80583,                0.51984,                0.57963,                0.26202,                0.22557,                0.07389,                  1.158,                 6.2993,                0.03258,                0.74082,                 1.0814,              0.0075085,              0.0075085,              0.0075085
                    153,                 1.3078,                 7.2965,                0.23734,                0.97571,                 1.1771,                0.82019,                0.70645,                0.80596,                0.51917,                0.58182,                0.26212,                0.22575,                0.07381,                 1.1587,                 6.2987,                0.03258,                 0.7411,                 1.0813,               0.007492,               0.007492,               0.007492
                    154,                 1.3037,                  7.285,                0.23945,                0.97726,                 1.1769,                0.82255,                0.70467,                0.80646,                0.51976,                0.57467,                0.26291,                0.22586,                  0.074,                 1.1592,                 6.3002,                0.03264,                0.74111,                 1.0811,              0.0074755,              0.0074755,              0.0074755
                    155,                 1.3031,                 7.2782,                0.23829,                0.97238,                 1.1763,                0.82382,                0.70325,                0.80652,                0.52007,                0.57813,                0.26269,                0.22609,                0.07398,                 1.1586,                 6.3004,                0.03256,                0.74134,                  1.081,               0.007459,               0.007459,               0.007459
                    156,                 1.3029,                 7.2735,                0.23813,                0.97447,                 1.1767,                0.82175,                0.70387,                0.80648,                0.51983,                0.57684,                0.26269,                0.22563,                0.07395,                 1.1583,                 6.2988,                0.03263,                0.74092,                 1.0809,              0.0074425,              0.0074425,              0.0074425
                    157,                 1.3033,                 7.2802,                0.23789,                0.97307,                 1.1768,                0.82306,                0.70378,                0.80674,                 0.5197,                 0.5755,                0.26345,                0.22743,                0.07422,                  1.158,                 6.2966,                0.03267,                0.74118,                 1.0806,               0.007426,               0.007426,               0.007426
                    158,                 1.3014,                 7.2836,                 0.2393,                0.97626,                 1.1775,                0.82104,                0.70572,                0.80673,                0.51973,                0.57801,                0.26317,                0.22789,                0.07406,                 1.1576,                 6.2938,                 0.0326,                0.74122,                 1.0803,              0.0074095,              0.0074095,              0.0074095
                    159,                 1.3059,                 7.2879,                0.23783,                0.97779,                 1.1776,                0.82185,                 0.7034,                0.80729,                0.51989,                0.57377,                0.26422,                0.22732,                0.07402,                 1.1579,                 6.2929,                0.03252,                0.74088,                 1.0804,               0.007393,               0.007393,               0.007393
                    160,                 1.3062,                 7.2972,                0.23787,                 0.9769,                 1.1768,                0.82282,                0.70287,                0.80722,                0.52017,                0.57226,                 0.2646,                0.22719,                0.07378,                 1.1578,                 6.2899,                0.03236,                0.74045,                 1.0802,              0.0073765,              0.0073765,              0.0073765
                    161,                  1.304,                 7.2853,                0.23847,                0.97355,                 1.1777,                0.82404,                0.70342,                0.80798,                0.52017,                0.57459,                0.26476,                0.22787,                0.07417,                  1.158,                 6.2887,                0.03242,                0.74051,                 1.0803,                0.00736,                0.00736,                0.00736
                    162,                 1.3062,                 7.2848,                0.23775,                0.97296,                  1.177,                0.82344,                0.70397,                0.80797,                0.52091,                0.57763,                 0.2646,                 0.2277,                 0.0742,                 1.1577,                 6.2899,                0.03219,                0.74064,                 1.0802,              0.0073435,              0.0073435,              0.0073435
                    163,                 1.3032,                 7.2681,                 0.2373,                0.97112,                 1.1757,                0.82377,                0.70433,                0.80824,                0.52088,                0.57621,                0.26479,                0.22771,                0.07435,                 1.1577,                 6.2891,                0.03214,                0.74009,                 1.0801,               0.007327,               0.007327,               0.007327
                    164,                 1.3036,                 7.2805,                0.23735,                  0.971,                 1.1751,                0.82264,                0.70569,                0.80732,                0.52087,                0.57784,                0.26298,                0.22574,                0.07425,                 1.1577,                 6.2887,                  0.032,                0.74061,                 1.0802,              0.0073105,              0.0073105,              0.0073105
                    165,                 1.3027,                 7.2775,                0.23669,                0.97157,                 1.1758,                0.82032,                0.70616,                0.80784,                0.52075,                0.57654,                0.26488,                0.22728,                0.07431,                 1.1575,                  6.289,                0.03187,                0.74083,                 1.0802,               0.007294,               0.007294,               0.007294
                    166,                 1.3056,                 7.2767,                 0.2382,                0.97579,                 1.1776,                0.81878,                0.70616,                0.80752,                0.52111,                0.57516,                0.26593,                0.22783,                0.07429,                 1.1568,                 6.2882,                0.03183,                0.74067,                 1.0798,              0.0072775,              0.0072775,              0.0072775
                    167,                 1.3041,                 7.2628,                0.23667,                0.96927,                 1.1754,                0.82033,                 0.7075,                0.80768,                0.52147,                0.57842,                0.26536,                0.22859,                0.07433,                 1.1563,                 6.2867,                0.03185,                0.74091,                 1.0795,               0.007261,               0.007261,               0.007261
                    168,                 1.3016,                 7.2696,                0.23788,                0.97114,                 1.1752,                0.81863,                0.71112,                0.80792,                0.52177,                0.57964,                0.26564,                0.22914,                0.07444,                 1.1556,                  6.287,                0.03191,                0.74045,                 1.0793,              0.0072445,              0.0072445,              0.0072445
                    169,                 1.3034,                 7.2767,                0.23761,                0.97105,                 1.1764,                0.81674,                0.70807,                0.80719,                0.52212,                0.58529,                0.26374,                0.22859,                0.07455,                 1.1549,                 6.2877,                0.03174,                0.74047,                 1.0788,               0.007228,               0.007228,               0.007228
                    170,                 1.3042,                 7.2619,                0.23698,                0.97246,                 1.1759,                 0.8153,                0.70884,                0.80738,                0.52182,                0.58478,                0.26345,                0.22767,                 0.0746,                  1.155,                 6.2881,                0.03161,                0.74086,                 1.0788,              0.0072115,              0.0072115,              0.0072115
                    171,                    1.3,                 7.2504,                0.23727,                0.97122,                 1.1757,                 0.8154,                0.70921,                0.80682,                0.52234,                0.58504,                0.26441,                0.22814,                0.07476,                 1.1544,                 6.2881,                0.03155,                0.74043,                 1.0789,               0.007195,               0.007195,               0.007195
                    172,                 1.3019,                 7.2646,                 0.2385,                0.97379,                 1.1767,                0.81491,                0.71092,                0.80673,                0.52203,                 0.5869,                0.26222,                0.22638,                0.07424,                 1.1546,                 6.2865,                0.03174,                0.74023,                  1.079,              0.0071785,              0.0071785,              0.0071785
                    173,                  1.299,                 7.2593,                0.23849,                0.97131,                 1.1763,                0.81608,                0.70988,                0.80679,                0.52236,                0.58935,                0.26382,                0.22824,                0.07463,                 1.1537,                 6.2859,                0.03175,                0.73995,                 1.0788,               0.007162,               0.007162,               0.007162
                    174,                    1.3,                 7.2681,                0.23805,                0.97173,                 1.1757,                0.81776,                0.71035,                0.80724,                0.52218,                0.58748,                0.26326,                0.22801,                 0.0747,                 1.1541,                 6.2845,                0.03165,                0.74021,                  1.079,              0.0071455,              0.0071455,              0.0071455
                    175,                 1.3005,                 7.2515,                0.23751,                0.97097,                  1.175,                0.81793,                0.70902,                0.80696,                0.52183,                0.58792,                0.26279,                0.22774,                0.07472,                  1.154,                  6.283,                0.03154,                 0.7408,                 1.0791,               0.007129,               0.007129,               0.007129
                    176,                 1.3009,                 7.2572,                 0.2374,                0.97109,                 1.1737,                0.81845,                0.70759,                0.80771,                0.52241,                0.58495,                0.26336,                0.22775,                 0.0748,                 1.1541,                 6.2811,                0.03145,                 0.7403,                  1.079,              0.0071125,              0.0071125,              0.0071125
